file_name,party1,party1_iso,party2,party2_iso,treatytype,status,dateofsignature,dateofentryintoforce,treatyfulltext,iiacontent,facilitationcontent,originallymapped,mappedby,preamble_rightreg,preamble_sustdev,preamble_soc,preamble_env,inv_typedef,inv_exclportfolio,inv_exclother,inv_listscharacteristics,cont_host_laws_req,inv_closedlist,def_invest_inc,inc_permres,exc_dualnat,inc_reqsubbusact,def_owncontlegent,dob_clause,dob_substbusiness,dob_traderestr,dob_discr_mand,scope_excltax,scope_exclsubs,scope_exclgovprocure,scope_exclother,inv_cov,disp_cov,nt_type,nt_like,mfn_type,eco_intagr,tax_treat,mfn_excep_isds_substance,fet_type,fet_refintlaw,fet_list,fet_modify,fullprotsec,prohib_arb_disc_meas,exprop_scope,exprop_indirectdef,exprop_carveoutreg,carveout_complicwto,rel_rightcomp,abs_rightcompcercirc,inc_transffunds,balance_payexcep,other_specexcep,inc_prohibprs,prclause_type,umbr_clause,entry_sojpers,sen_mngment,dir_states,dir_inv,mention_healthenv,mention_labstd,mention_rightreg,mention_csr,mention_corrupt,mention_notlowstd,subrclause,nonderogclause,ref_specpromoact,security_incl,security_def,security_selfdef,exception_healthenv,exception_other,prud_carveout,sched_reservations,ssds,isds,alt_arbit,scope_claimsgenapproach,isds_limitprovisions,isds_limitareas,spec_mechtaxprudmeas,typeconsentarb,isds_domcourt,isds_icsid,isds_unicitral,isds_other,rel_betfor,lim_persubclaims,prov_meas,cons_claims,lim_rem,affirms_bindintcontpart,req_certquestsub,reg_subnondisp,req_docpubavail,req_hearopenpublic,reg_amicuscuriaesub,mech_consstatepart,inst_framework,tech_coop,years_inittreatyterm,auto_renew,term_unilat,length_noticeper,inc_modamendreneg,term_sunsetlength,iia_content,facilitation_content,short_title,treaty_invchptxt,treaty_about,digit_elec_publication,digit_elec_application,digit_elec_payment,digit_entry_online_info,digit_supplier_db,invfac_type_chapters,trans_inv_chapters,trans_pub_scope,trans_elec_pub,trans_pub_proposed,trans_comment_proposed,trans_inquiry_mechs,trans_pub_exceptions,trans_subject_adr,trans_subject_isds,admin_indep_authority,admin_impartial,admin_appeal_review,stream_proc_chapters,stream_proc_type,stream_proc_covered,stream_avoid_multi_apps,stream_proc_time_fees,stream_proc_requirements,stream_elec_application,stream_elec_payment,stream_subject_adr,stream_subject_isds,regprac_chapters,regprac_type,regprac_measures,regprac_interagency,regprac_impact_assess,regprac_periodic_review,regprac_transparency,regprac_cooperation,regprac_subject_adr,regprac_subject_isds,entry_stay_chapters,entry_stay_type,entry_stay_persons,entry_stay_transparency,entry_stay_streamlining,entry_stay_online_info,entry_stay_liberalize,entry_stay_subject_adr,entry_stay_subject_isds,profac_sustinv_activities,profac_sustinv_types,inveng_focal_info,inveng_focal_advisory,inveng_supplier_db,facdvp_inst_framework,facdvp_monitoring,facdvp_agency_coop,facdvp_special_diff_treat,facdvp_tech_assistance,date_termination,type_termination,add_notes,protective,fdi_pos_1_to_2_c,fdi_pos_2_to_1_c,ext_bd_c_party1,ext_bd_c_party2,t_treaties,ldc_party1,megaBD_party1,oecd_party1,ldc_party2,megaBD_party2,oecd_party2
Cameroon - Switzerland BIT (1963) ,cameroon,CMR,switzerland,CHE,Bilateral Investment Treaties,In force,28/01/1963,06/04/1964,fr,Mapped,Not mapped,05-2016,University of Burgundy (France),No,No,No,No,No definition,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Not stipulated,Not stipulated,Post-establishment,No,Post-establishment,Yes,No,No,FET unqualified,None,No,FET combined with NT or MFN,No clause,No,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Yes,No,Other,Indefinite term,Yes,Other period,No,Other,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,208.0977319163975,0.21600073662393285,0.00026878167362876963,0,0,0,0,0,0,1
Cameroon - Romania BIT (1980) ,cameroon,CMR,romania,ROM,Bilateral Investment Treaties,In force,30/08/1980,24/09/1981,fr | ro,Mapped,Not mapped,11-2016,University of Buenos Aires (Argentina); Cadi Ayyad University (Morocco),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,None,Not applicable,Post-establishment,Yes,No,No,None,Not applicable,Not applicable,Not applicable,No clause,No,Indirect expropriation mentioned,No,No,No,None,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers treaty claims only,Yes,No,No,Provides express or implied consent,Yes,Yes,No,No,Local remedies first,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.21600073662393285,,0,0,0,0,0,0,0
Cameroon - Netherlands BIT (1965) ,cameroon,CMR,netherlands,NLD,Bilateral Investment Treaties,In force,06/07/1965,07/05/1966,fr,Mapped,Not mapped,05-2016,University of Burgundy (France),No,No,No,No,No definition,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Not stipulated,Not stipulated,Post-establishment,Not applicable,Post-establishment,No,No,No,FET unqualified,None,No,FET combined with NT or MFN,No clause,Yes,Indirect expropriation not mentioned,No,No,No,Not applicable,Not applicable,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Not applicable,Not applicable,No,No,No,None,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Yes,Yes,Other,Indefinite term,Yes,Other period,No,None,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,148.108574806805,0.21600073662393285,0.0007044439812408439,0,0,0,0,0,0,1
Cameroon - Italy BIT (1999) ,cameroon,CMR,italy,ITA,Bilateral Investment Treaties,In force,29/06/1999,01/04/2004,it,Mapped,Not mapped,11-2016,Bocconi University (Italy),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,None,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,10 years,Yes,One year prior notice,No,5 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,89.57415438447615,0.21600073662393285,0.033463261783736396,0,0,0,0,0,0,1
Cameroon - Germany BIT (1962) ,cameroon,CMR,germany,DEU,Bilateral Investment Treaties,In force,29/06/1962,21/11/1963,fr,Mapped,Not mapped,04-2016,University of Geneva (Switzerland); National University of La Plata (Argentina),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,No,No,No,FET unqualified,None,No,None,Standard,No,Indirect expropriation mentioned,No,No,No,NT only,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,21.56096575458045,0.21600073662393285,0.0008359638909026298,0,0,0,0,0,0,1
Cameroon - Canada BIT (2014) ,cameroon,CMR,canada,CAN,Bilateral Investment Treaties,In force,03/03/2014,16/12/2016,en | fr,Mapped,Mapped,03-2025,UNCTAD,No,Yes,No,No,Enterprise-based definition,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Unilaterally discretionary,Yes,Yes,Yes,Yes,Applies to both pre-existing and post-BIT investments,Not stipulated,Pre- and post-establishment,Yes,Pre- and post-establishment,Yes,No,Procedural issues (ISDS),FET qualified,CIL/minimum standard of treatment,No,None,Standard,No,Indirect expropriation mentioned,Yes,Yes,Yes,MFN and NT,No,Yes,Yes,Yes,Explicit PR clause,List of prohibited PRs,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Negative-list reservations,Yes,Yes,None,Covers treaty claims only,Yes,Yes,Yes,Provides express or implied consent,No,Yes,Yes,No,"""No U turn"" (waiver clause)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Indefinite,Indefinite term,Yes,One year prior notice,No,15 years,                     mapped                  ,                     mapped                  ,Cameroon - Canada BIT (2014),,The IIA Mapping Project,No,No,No,No,No,Individual provision(s),Individual provision(s),All measures under IIA,No,Yes,Yes general,Yes for the other Contracting Party(ies),Yes for public order/security,No,Yes State-State,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Individual provision(s),Binding commitment,Express reference to investors/investment activities,No,No,No,No,No,Yes State-State,No,No,No,No,No,No,No,No,No,No,,,,0,,26.748310355351876,0.21600073662393285,0.026786635167876983,0,0,0,0,0,0,1
Cambodia-Russian Federation BIT (2015) ,cambodia,KHM,russian federation,RUS,Bilateral Investment Treaties,In force,03/03/2015,07/03/2016,ru | en,Mapped,Mapped,08-2024,UNCTAD,No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Inconclusive,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,With reference to domestic law,No,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,15 years,5 years,Yes,One year prior notice,Yes,15 years,                     mapped                  ,                     mapped                  ,,,The IIA Mapping Project,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,,,,1,,,0.03601707054849477,0.06353757719410279,0,1,0,0,0,0,0
Cambodia - Viet Nam BIT (2001) ,cambodia,KHM,vietnam,VNM,Bilateral Investment Treaties,In force,26/11/2001,24/10/2005,en | vi,Mapped,Not mapped,11-2015,Austral University (Argentina); Boston College (United States),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,None,Not applicable,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.03601707054849477,0.24770778292532572,0,1,0,0,0,0,0
Cambodia - Turkey BIT (2018) ,turkiye,TUR,cambodia,KHM,Bilateral Investment Treaties,In force,21/10/2018,10/06/2022,en | tr,Mapped,Mapped,08-2024,UNCTAD,No,No,Yes,Yes,Asset-based definition,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,Yes,Post-establishment,Yes,Yes,Procedural issues (ISDS),FET qualified,CIL/minimum standard of treatment,No,None,Standard,Yes,Indirect expropriation mentioned,No,Yes,No,MFN and NT,No,Yes,Yes,Yes,No explicit PR clause,Not applicable,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,Yes,No,Provides express or implied consent,Yes,Yes,Yes,No,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     mapped                  ,,,The IIA Mapping Project,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,,,,0,0.0,,0.030452314064232402,0.03601707054849477,0,0,0,1,1,0,0
Cambodia - Thailand BIT (1995) ,cambodia,KHM,thailand,THA,Bilateral Investment Treaties,In force,29/03/1995,18/04/1997,en,Mapped,Not mapped,04-2014,Xiamen University School of Law (China); University of Buenos Aires (Argentina),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Not stipulated,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.03601707054849477,0.08945462824827335,0,1,0,0,0,0,0
Cambodia - Switzerland BIT (1996) ,cambodia,KHM,switzerland,CHE,Bilateral Investment Treaties,In force,12/10/1996,28/03/2000,fr | en,Mapped,Not mapped,03-2016,University of Poitiers (France); University of Lausanne (Switzerland),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,Yes,No,No explicit PR clause,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Other,No,No,No,Provides express or implied consent,No,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,5 years,Yes,Six months prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.03601707054849477,0.00026878167362876963,0,1,0,0,0,0,1
Cambodia - Singapore BIT (1996) ,cambodia,KHM,singapore,SGP,Bilateral Investment Treaties,In force,04/11/1996,24/02/2000,en,Mapped,Not mapped,04-2014,Korea University Law School (South Korea); Boston College (United States),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Yes,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,None,Not applicable,Post-establishment,Yes,No,No,FET unqualified,None,No,None,Standard,No,Indirect expropriation mentioned,No,No,No,MFN only,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.03601707054849477,0.0005537670096610195,0,1,0,0,0,0,0
Cambodia - Netherlands BIT (2003) ,cambodia,KHM,netherlands,NLD,Bilateral Investment Treaties,In force,26/06/2003,01/03/2006,en | nl,Mapped,Not mapped,03-2013,University of Erlangen-Nuremberg (Germany); Hacettepe University Faculty of Law (Turkey),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,Yes,Yes,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,15 years,15 years,Yes,Six months prior notice,No,15 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,154.87074198420623,0.03601707054849477,0.0007044439812408439,0,1,0,0,0,0,1
"Cambodia - Korea, Republic of BIT (1997) ",cambodia,KHM,south korea,KOR,Bilateral Investment Treaties,In force,10/02/1997,12/03/1997,en | ko,Mapped,Not mapped,04-2014,Boston College (United States); Korea University Law School (South Korea),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,No,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,15 years,Indefinite term,Yes,One year prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4086.374111345,0.03601707054849477,0.02624691437624814,0,1,0,0,0,0,1
Cambodia - Japan BIT (2007) ,cambodia,KHM,japan,JPN,Bilateral Investment Treaties,In force,14/06/2007,31/07/2008,en | ja,Mapped,Not mapped,03-2015,Boston College (United States); Hacettepe University Faculty of Law (Turkey),No,No,Yes,Yes,Asset-based definition,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Unilaterally discretionary,Yes,Yes,Yes,Yes,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Pre- and post-establishment,Yes,Post-establishment,No,Yes,No,FET qualified,International law / principles of international law,No,None,Standard,No,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,Yes,No,Explicit PR clause,List of prohibited PRs,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Not applicable,Not applicable,No,No,Yes,Negative-list reservations,Yes,Yes,None,Covers treaty claims only,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,No reference,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.03601707054849477,0.21917460748365955,0,1,0,0,0,0,1
Cambodia - Germany BIT (1999) ,cambodia,KHM,germany,DEU,Bilateral Investment Treaties,In force,15/02/1999,14/04/2002,en | de,Mapped,Not mapped,05-2014,University of Buenos Aires (Argentina); Xiamen University School of Law (China),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,Yes,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,Yes,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,15 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,18.837426536567,0.03601707054849477,0.0008359638909026298,0,1,0,0,0,0,1
Cambodia - France BIT (2000) ,cambodia,KHM,france,FRA,Bilateral Investment Treaties,In force,13/07/2000,24/07/2002,fr,Mapped,Not mapped,04-2016,Laval University (Canada); Istanbul Bilgi University (Turkey),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Not stipulated,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET qualified,International law / principles of international law,Indicative list,None,Standard,No,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,15 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,690.1265678093325,0.03601707054849477,0.012705875623910042,0,1,0,0,0,0,1
Cambodia - Czech Republic BIT (2008) ,cambodia,KHM,czech republic,CZE,Bilateral Investment Treaties,In force,12/05/2008,08/08/2009,en | cs,Mapped,Not mapped,04-2013,National University of La Plata (Argentina); Korea University Law School (South Korea),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,No,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.0,0.03601707054849477,0.00023993250610676077,0,1,0,0,0,0,1
Cambodia - Croatia BIT (2001) ,cambodia,KHM,croatia,HRV,Bilateral Investment Treaties,In force,18/05/2001,15/06/2002,en,Mapped,Not mapped,08-2014,UNCTAD,No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET qualified,International law / principles of international law,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,Explicit PR clause,List of prohibited PRs,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,15 years,15 years,Yes,One year prior notice,No,15 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.03601707054849477,0.0016674657960517856,0,1,0,0,0,0,0
