file_name,party1,party1_iso,party2,party2_iso,treatytype,status,dateofsignature,dateofentryintoforce,treatyfulltext,iiacontent,facilitationcontent,originallymapped,mappedby,preamble_rightreg,preamble_sustdev,preamble_soc,preamble_env,inv_typedef,inv_exclportfolio,inv_exclother,inv_listscharacteristics,cont_host_laws_req,inv_closedlist,def_invest_inc,inc_permres,exc_dualnat,inc_reqsubbusact,def_owncontlegent,dob_clause,dob_substbusiness,dob_traderestr,dob_discr_mand,scope_excltax,scope_exclsubs,scope_exclgovprocure,scope_exclother,inv_cov,disp_cov,nt_type,nt_like,mfn_type,eco_intagr,tax_treat,mfn_excep_isds_substance,fet_type,fet_refintlaw,fet_list,fet_modify,fullprotsec,prohib_arb_disc_meas,exprop_scope,exprop_indirectdef,exprop_carveoutreg,carveout_complicwto,rel_rightcomp,abs_rightcompcercirc,inc_transffunds,balance_payexcep,other_specexcep,inc_prohibprs,prclause_type,umbr_clause,entry_sojpers,sen_mngment,dir_states,dir_inv,mention_healthenv,mention_labstd,mention_rightreg,mention_csr,mention_corrupt,mention_notlowstd,subrclause,nonderogclause,ref_specpromoact,security_incl,security_def,security_selfdef,exception_healthenv,exception_other,prud_carveout,sched_reservations,ssds,isds,alt_arbit,scope_claimsgenapproach,isds_limitprovisions,isds_limitareas,spec_mechtaxprudmeas,typeconsentarb,isds_domcourt,isds_icsid,isds_unicitral,isds_other,rel_betfor,lim_persubclaims,prov_meas,cons_claims,lim_rem,affirms_bindintcontpart,req_certquestsub,reg_subnondisp,req_docpubavail,req_hearopenpublic,reg_amicuscuriaesub,mech_consstatepart,inst_framework,tech_coop,years_inittreatyterm,auto_renew,term_unilat,length_noticeper,inc_modamendreneg,term_sunsetlength,iia_content,facilitation_content,short_title,treaty_invchptxt,treaty_about,digit_elec_publication,digit_elec_application,digit_elec_payment,digit_entry_online_info,digit_supplier_db,invfac_type_chapters,trans_inv_chapters,trans_pub_scope,trans_elec_pub,trans_pub_proposed,trans_comment_proposed,trans_inquiry_mechs,trans_pub_exceptions,trans_subject_adr,trans_subject_isds,admin_indep_authority,admin_impartial,admin_appeal_review,stream_proc_chapters,stream_proc_type,stream_proc_covered,stream_avoid_multi_apps,stream_proc_time_fees,stream_proc_requirements,stream_elec_application,stream_elec_payment,stream_subject_adr,stream_subject_isds,regprac_chapters,regprac_type,regprac_measures,regprac_interagency,regprac_impact_assess,regprac_periodic_review,regprac_transparency,regprac_cooperation,regprac_subject_adr,regprac_subject_isds,entry_stay_chapters,entry_stay_type,entry_stay_persons,entry_stay_transparency,entry_stay_streamlining,entry_stay_online_info,entry_stay_liberalize,entry_stay_subject_adr,entry_stay_subject_isds,profac_sustinv_activities,profac_sustinv_types,inveng_focal_info,inveng_focal_advisory,inveng_supplier_db,facdvp_inst_framework,facdvp_monitoring,facdvp_agency_coop,facdvp_special_diff_treat,facdvp_tech_assistance,date_termination,type_termination,add_notes,protective,fdi_pos_1_to_2_c,fdi_pos_2_to_1_c,ext_bd_c_party1,ext_bd_c_party2,t_treaties,ldc_party1,megaBD_party1,oecd_party1,ldc_party2,megaBD_party2,oecd_party2
Cambodia - China BIT (1996) ,cambodia,KHM,china,CHN,Bilateral Investment Treaties,In force,19/07/1996,01/02/2000,en | zh,Mapped,Not mapped,04-2014,Boston College (United States); Paris Institute of Political Studies (France),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,None,Not applicable,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,No,Indirect expropriation mentioned,No,No,No,MFN only,No,Yes,No,No,No explicit PR clause,Not applicable,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,No,No,Yes,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,5 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.03601707054849477,0.5682092200026068,0,1,0,0,0,1,0
Cabo Verde - Mauritius BIT (2017) ,cabo verde,CPV,mauritius,MUS,Bilateral Investment Treaties,In force,13/04/2017,07/03/2018,en | pt,Mapped,Mapped,08-2024,UNCTAD,No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Not stipulated,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,None,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,No clause,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,None,Yes,Yes,None,Other,Yes,No,No,Provides express or implied consent,Yes,Yes,No,Yes,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     mapped                  ,,,The IIA Mapping Project,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,,,,0,,,0.005541494116875645,0.10612335385486651,0,0,0,0,0,0,0
Cabo Verde - Hungary BIT (2019) ,cabo verde,CPV,hungary,HUN,Bilateral Investment Treaties,In force,28/03/2019,02/05/2020,en | hu,Mapped,Mapped,08-2024,UNCTAD,No,Yes,Yes,Yes,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Unilaterally discretionary,No,Yes,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,Yes,Post-establishment,Yes,Yes,Both,FET qualified,None,Exhaustive list,None,Standard,Yes,Indirect expropriation mentioned,Yes,Yes,No,MFN and NT,Yes,Yes,Yes,Yes,No explicit PR clause,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,"""Fork in the road""",Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     mapped                  ,,,The IIA Mapping Project,No,No,No,No,No,Individual provision(s),Individual provision(s),All measures under IIA,No,No,No,Yes for the other Contracting Party(ies),No,No,Yes both,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,,,,0,,0.0,0.005541494116875645,0.0017034668563810091,0,0,0,0,0,0,1
Burundi - United Kingdom BIT (1990) ,burundi,BDI,united kingdom,GBR,Bilateral Investment Treaties,In force,13/09/1990,13/09/1990,en | fr,Mapped,Not mapped,11-2016,University of Mauritius (Mauritius); Xi'an Jiaotong University (China),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,Negative-list reservations,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.2735608762099,0.005243401118722176,0.0015730717502082986,0,1,0,0,0,0,1
Burundi - Netherlands BIT (2007) ,burundi,BDI,netherlands,NLD,Bilateral Investment Treaties,In force,24/05/2007,01/08/2009,fr | nl,Mapped,Not mapped,03-2015,King’s College London School of Law (United Kingdom); Boston College (United States),No,No,Yes,Yes,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,15 years,10 years,Yes,Six months prior notice,No,15 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.005243401118722176,0.0007044439812408439,0,1,0,0,0,0,1
Burundi - Mauritius BIT (2001) ,burundi,BDI,mauritius,MUS,Bilateral Investment Treaties,In force,18/05/2001,22/11/2009,fr,Mapped,Not mapped,02-2016,Istanbul Bilgi University (Turkey); Bocconi University (Italy),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,No,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Lists specific bases of claim beyond treaty (e.g. contractual disputes),No,No,No,Provides express or implied consent,Yes,Yes,No,No,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.005243401118722176,0.10612335385486651,0,1,0,0,0,0,0
Burundi - Germany BIT (1984) ,burundi,BDI,germany,DEU,Bilateral Investment Treaties,In force,10/09/1984,09/12/1987,en | fr | de,Mapped,Not mapped,03-2016,Xiamen University School of Law (China); Istanbul Bilgi University (Turkey),No,No,No,No,Asset-based definition,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,No,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2.2652622041001,0.005243401118722176,0.0008359638909026298,0,1,0,0,0,0,1
Burkina Faso - Switzerland BIT (1969) ,burkina faso,BFA,switzerland,CHE,Bilateral Investment Treaties,In force,06/05/1969,15/09/1969,fr,Mapped,Not mapped,04-2016,Bocconi University (Italy); Paris West University Nanterre La Défense (France),No,No,No,No,No definition,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Not stipulated,Not stipulated,Post-establishment,No,Post-establishment,No,No,No,FET unqualified,None,No,FET combined with NT or MFN,No clause,No,Indirect expropriation mentioned,No,No,No,Not applicable,Not applicable,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Yes,No,Other,Indefinite term,Yes,Other period,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0013199360237400248,0.00026878167362876963,0,1,0,0,0,0,1
Burkina Faso - Morocco BIT (2007) ,burkina faso,BFA,morocco,MAR,Bilateral Investment Treaties,In force,08/02/2007,05/03/2016,fr,Mapped,Not mapped,09-2016,Cadi Ayyad University (Morocco); Laval University (Canada),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET qualified,International law / principles of international law,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,10 years,Yes,Six months prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0013199360237400248,0.017020009535276746,0,1,0,0,0,0,0
Burkina Faso - Mauritania BIT (2001) ,burkina faso,BFA,mauritania,MRT,Bilateral Investment Treaties,In force,18/05/2001,18/08/2003,fr,Mapped,Not mapped,02-2016,King's College London School of Law (United Kingdom); Laval University (Canada),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,No clause,Yes,Indirect expropriation mentioned,No,No,No,NT only,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,10 years,Yes,Six months prior notice,Yes,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.0013199360237400248,0.003406711061784814,0,1,0,0,1,0,0
"Burkina Faso - Korea, Republic of BIT (2004) ",burkina faso,BFA,south korea,KOR,Bilateral Investment Treaties,In force,26/10/2004,14/04/2010,en | ko,Mapped,Not mapped,03-2013,Korea University Law School (South Korea); King’s College London School of Law (United Kingdom),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,No,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,No,No,"""No U turn"" (waiver clause)",No,No,No,No,No,No,No,No,No,No,Yes,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.0,0.0013199360237400248,0.02624691437624814,0,1,0,0,0,0,1
Burkina Faso - Guinea BIT (2003) ,burkina faso,BFA,guinea,GIN,Bilateral Investment Treaties,In force,25/03/2003,26/08/2004,fr,Mapped,Not mapped,11-2015,National University of La Plata (Argentina); Laval University (Canada),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,No,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,10 years,10 years,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.0013199360237400248,0.027690523588901977,0,1,0,0,1,0,0
Burkina Faso - Ghana BIT (2001) ,burkina faso,BFA,ghana,GHA,Bilateral Investment Treaties,In force,18/05/2001,18/08/2003,fr,Mapped,Not mapped,02-2016,Laval University (Canada); University of Ottawa (Canada),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,None,Not applicable,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN only,No,Yes,Yes,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers treaty claims only,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,Local remedies first,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,10 years,Yes,Six months prior notice,Yes,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.0013199360237400248,0.032562859348077226,0,1,0,0,0,0,0
Burkina Faso - Germany BIT (1996) ,burkina faso,BFA,germany,DEU,Bilateral Investment Treaties,In force,22/10/1996,21/11/2009,fr | de,Mapped,Not mapped,03-2016,Laval University (Canada); University of Ottawa (Canada),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,NT only,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.6925687374471999,0.0013199360237400248,0.0008359638909026298,0,1,0,0,0,0,1
Burkina Faso - Comoros BIT (2001) ,burkina faso,BFA,comoros,COM,Bilateral Investment Treaties,In force,18/05/2001,18/08/2003,fr,Mapped,Not mapped,02-2016,Laval University (Canada),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,No clause,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,Yes,No,No explicit PR clause,Not applicable,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,10 years,Yes,Six months prior notice,Yes,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.0013199360237400248,0.036278686832416,0,1,0,0,1,0,0
Burkina Faso - Canada BIT (2015) ,burkina faso,BFA,canada,CAN,Bilateral Investment Treaties,In force,20/04/2015,11/10/2017,en | fr,Mapped,Mapped,08-2024,UNCTAD,Yes,Yes,Yes,Yes,Asset-based definition,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Unilaterally discretionary,Yes,Yes,Yes,Yes,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Pre- and post-establishment,Yes,Pre- and post-establishment,Yes,No,Both,FET qualified,CIL/minimum standard of treatment,No,None,Standard,No,Indirect expropriation mentioned,Yes,Yes,Yes,MFN and NT,No,Yes,Yes,Yes,Explicit PR clause,List of prohibited PRs,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Negative-list reservations,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers treaty claims only,Yes,Yes,Yes,Provides express or implied consent,No,Yes,Yes,Yes,"""No U turn"" (waiver clause)",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Indefinite,None,Yes,One year prior notice,Yes,15 years,                     mapped                  ,                     mapped                  ,Burkina Faso - Canada BIT (2015),,The IIA Mapping Project,No,No,No,No,No,Individual provision(s),Individual provision(s),All measures under IIA,No,Yes,Yes general,Yes for the other Contracting Party(ies),Yes other/broader,No,Yes State-State,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Individual provision(s),Hortatory reference,Express reference to investors/investment activities,No,No,No,No,No,Yes State-State,Yes general,Also identifies categories of investment,No,No,No,No,No,Yes,No,No,,,,0,,874.2644142842901,0.0013199360237400248,0.026786635167876983,0,1,0,0,0,0,1
